verweildauer_min,anzahl_produktseiten,einkaufswert_pot,vertrauen_score,impulsivitaet_score,technikaffinitaet,war_angemeldet,geschlecht,bildungsniveau,hat_kauf_getaetigt
11.480601385322881,12,98.22457737760217,2.0,6.468668795758574,3,0,männlich,mittel,False
11.305276360899446,7,142.31582036767276,10.0,4.5705031289756555,1,0,divers,hoch,False
10.025567283212304,6,37.50604440109568,2.0,3.282207632710964,8,1,divers,niedrig,False
8.827064333124266,6,17.085031828191497,5.0,8.094763901476405,4,0,männlich,niedrig,False
2.923146289747929,6,64.32837584871882,10.0,4.097715615558794,5,1,weiblich,mittel,True
7.896773386173205,7,50.3154403725566,7.0,2.898131265329784,1,1,weiblich,hoch,False
8.286427417366152,8,74.38211845783628,3.0,,1,1,männlich,hoch,True
5.988613653891905,13,95.87953303459153,1.0,3.870080841251691,10,0,männlich,hoch,False
9.193571441669954,2,165.60092303294164,9.0,3.867532966343708,1,0,weiblich,mittel,False
12.020254284072692,7,56.940585709822244,9.0,5.377787352118353,3,0,männlich,hoch,False
19.43092950605265,6,0.0,4.0,4.212864190114627,6,0,männlich,mittel,False
10.872889064159194,2,65.48093401969192,5.0,2.1661605060296183,5,0,weiblich,niedrig,False
11.28775195361382,5,89.02110658893186,4.0,6.61713268532741,10,1,männlich,niedrig,False
9.627770421169163,6,36.214770397583436,8.0,7.231845759931835,7,0,weiblich,hoch,False
1.0,6,84.34729811658468,1.0,4.998813224902834,1,1,weiblich,mittel,False
9.867430622753915,8,80.49926141379626,4.0,6.740329498155305,8,1,divers,hoch,False
10.301151049705132,11,85.39406975995676,4.0,4.762189781946352,5,0,weiblich,mittel,False
22.31621056242643,4,106.6528781651943,3.0,1.6800911331671733,6,0,weiblich,mittel,False
9.038195176094387,6,71.69234862653322,4.0,7.292847122288286,2,1,weiblich,niedrig,False
11.507736711668063,3,96.90150626024638,7.0,5.301628099524391,9,0,männlich,hoch,False
9.826441151473784,8,3.041554110787331,5.0,5.801995008088012,3,0,weiblich,niedrig,False
4.15660981190234,8,36.50482832829334,3.0,5.28734576248079,5,0,männlich,hoch,False
15.714114072575104,6,61.338626762957624,6.0,5.13684875728662,10,0,weiblich,niedrig,False
13.759665163433871,8,34.7948343993489,10.0,5.784098332223132,8,1,weiblich,hoch,False
13.955159735215235,9,75.26384008446375,9.0,5.8224413315643995,1,0,männlich,mittel,False
5.453062726026305,8,61.25026809690385,3.0,8.027062582799044,4,0,weiblich,mittel,False
17.013971554680495,10,56.79464041684083,2.0,6.376298690284612,5,0,männlich,mittel,False
2.990744686038596,6,110.35219187571897,9.0,7.853080876859725,6,1,männlich,mittel,False
12.934285469001352,7,78.3528716525849,5.0,8.514083949986368,3,1,weiblich,niedrig,False
20.952278129049894,11,31.651603893697626,10.0,2.277234112653355,4,0,männlich,hoch,False
5.047318374346558,5,50.86710461284388,5.0,8.053350737745498,3,0,weiblich,hoch,True
7.16851135198614,6,105.12881667757017,7.0,6.806195209208959,4,0,männlich,mittel,False
10.498256825438206,6,82.98837424875906,2.0,6.476817800188903,7,1,männlich,hoch,False
7.482621729419003,10,122.83760658737873,10.0,,9,1,weiblich,hoch,False
2.246682844669337,9,108.86264976421847,5.0,4.97040211530724,9,0,männlich,mittel,False
10.342814874030136,4,59.43732284406583,8.0,6.705171441682729,5,0,weiblich,hoch,False
4.688481431369476,5,132.42033795632636,8.0,3.3844493092851047,6,0,weiblich,niedrig,False
12.367962153175908,7,135.71261296797024,10.0,2.6758951209699076,9,1,weiblich,mittel,False
5.402878828830985,10,3.583217707286451,7.0,6.563374695800258,4,0,weiblich,niedrig,False
17.749672025087698,6,,5.0,5.361065986724672,7,0,männlich,hoch,False
6.083733538318814,7,53.00642038095883,4.0,5.494177890947583,3,1,weiblich,niedrig,False
8.389692418971622,6,64.58096801529825,2.0,3.904706146373485,9,0,weiblich,mittel,False
14.067586086848348,7,42.35396779713816,2.0,6.282354032229988,9,0,weiblich,mittel,False
3.845678417830224,5,37.34316470894098,3.0,4.647320394481522,10,1,männlich,mittel,False
11.137299673020648,3,111.04692958128996,3.0,5.406877195658429,5,0,weiblich,mittel,False
16.53571377141214,5,28.277537617329287,7.0,4.526631645459888,4,1,männlich,hoch,False
1.9625838271938623,3,78.7341826696009,6.0,3.8958796819074246,10,1,männlich,niedrig,False
10.923169292661521,10,21.03451641179359,1.0,5.0859730428310135,10,0,weiblich,mittel,False
11.299413971242117,8,125.77623247740425,6.0,7.871172023806184,9,1,weiblich,mittel,False
13.909114358886551,12,76.20135418867136,5.0,4.554072080028945,5,0,männlich,mittel,False
3.8152464456095903,5,104.81168738719037,6.0,5.2467532200793245,1,0,männlich,mittel,False
3.397716934578618,5,82.80423124800114,8.0,4.969789067605137,2,0,männlich,mittel,False
12.609707828084488,6,64.87023371033956,1.0,4.2257819750639625,10,0,männlich,mittel,False
11.48492336616593,3,77.73483603660152,6.0,7.95848231471221,7,1,männlich,mittel,False
11.252464251729382,7,135.2933367807908,4.0,2.7766772611310206,3,0,weiblich,mittel,False
11.732241047484878,4,39.1029335640477,9.0,5.329247670686264,1,1,weiblich,mittel,False
6.5998763921075465,6,0.0,10.0,3.812979268366889,9,0,männlich,hoch,False
11.161268485805017,7,43.525411419538266,8.0,6.634456252123775,4,1,männlich,mittel,False
11.465362366493405,8,26.636501453144305,7.0,5.767826709728039,3,0,weiblich,niedrig,False
6.42824290986816,5,113.72057857995713,3.0,7.864571582077371,5,1,weiblich,mittel,False
19.328872555723784,6,67.97082816701268,9.0,6.969109979455386,1,1,weiblich,hoch,True
12.369164604558938,8,108.0980433619773,3.0,5.663196738664128,1,0,männlich,hoch,False
4.043482513986757,7,76.27566328545339,6.0,6.988688489680478,1,0,weiblich,hoch,False
13.282768043169149,5,75.34704167302277,2.0,7.171515146326832,7,0,weiblich,hoch,False
5.126591648863393,6,81.55779813306768,8.0,3.674998356957344,7,1,weiblich,niedrig,False
13.93542301871226,7,134.20097143198745,1.0,7.046265253127694,9,1,weiblich,hoch,False
15.79297789503702,6,82.46110297709126,1.0,6.094525179696856,5,1,männlich,mittel,False
5.896588408241447,7,,8.0,6.47893946518448,2,1,weiblich,niedrig,False
14.816880646221609,4,116.8065547366871,9.0,4.684869875215858,9,1,divers,hoch,False
12.06390463468249,7,68.4683367433671,10.0,3.791298237331052,4,0,männlich,mittel,False
14.11030079997245,7,72.04261932791752,9.0,3.4315703726123794,5,1,weiblich,hoch,True
19.483964913269737,5,59.887893366668905,8.0,1.0,1,1,weiblich,hoch,False
8.773059419985648,7,126.32708903113775,10.0,4.081322950254145,2,0,weiblich,hoch,True
6.231319178212552,6,37.35751933928002,8.0,10.0,8,0,weiblich,mittel,False
5.552427851872384,5,46.08033087556103,4.0,7.144825337731564,2,1,männlich,mittel,True
5.920948575172808,13,63.950238593004855,8.0,6.136921547843297,8,1,männlich,hoch,False
9.61449145292948,7,29.073906793945895,7.0,7.42207934975307,1,1,männlich,hoch,False
11.705759874083219,7,51.34820865163845,9.0,4.979939054858629,9,1,männlich,niedrig,False
11.383453996650095,5,120.44264768989419,10.0,4.716173346358778,9,0,männlich,mittel,False
14.13591624518012,11,101.0562259269375,8.0,4.919529461555216,9,0,männlich,mittel,False
10.065009459389534,3,58.17039220592125,10.0,4.027998821441986,6,1,männlich,niedrig,False
17.267670385786584,10,107.11315647676768,2.0,4.192597151732873,2,1,männlich,hoch,False
8.67671583381022,6,158.27632274711675,8.0,5.468385889744845,1,0,männlich,mittel,False
23.600845832948096,6,87.5244757144789,8.0,5.628926641989676,6,0,männlich,mittel,False
13.12833673882503,6,131.81437837733063,10.0,8.152413929760243,4,0,männlich,mittel,False
5.714212217918587,9,109.06355267188147,10.0,7.5492954437726585,8,0,weiblich,hoch,False
4.645537509694439,9,63.22252126057401,9.0,2.528904181245605,8,1,weiblich,mittel,False
12.412362076215926,7,82.89191878856477,3.0,4.911093392413425,2,1,männlich,hoch,False
8.882686073370746,3,96.05129867897722,8.0,3.2887597629616416,2,1,weiblich,hoch,True
13.57000247046046,6,45.20121025311548,8.0,1.0,4,0,weiblich,mittel,False
12.366188122867724,8,0.0,10.0,5.674495175945507,9,0,weiblich,mittel,False
9.635855436715635,7,41.636977484838425,4.0,6.654442939092458,6,0,weiblich,hoch,True
5.766031409657975,5,0.0,5.0,5.642660792059649,7,0,divers,mittel,True
2.4257638765706773,8,44.94186293434975,2.0,6.373811540826557,3,0,männlich,hoch,False
7.767425239664894,9,6.702218150101928,6.0,4.830534513233408,7,1,männlich,niedrig,False
14.28199397161736,3,110.2043481630014,10.0,3.4445194064944746,3,1,weiblich,mittel,True
11.07046872065102,11,27.696099970651446,9.0,4.765976728473343,2,0,weiblich,hoch,False
3.7713061064400595,7,96.76432355812877,3.0,8.237573262178511,2,0,männlich,niedrig,False
10.86590462925591,7,105.66408252693893,6.0,6.249239138822431,9,0,weiblich,mittel,False
11.926586898644183,8,103.06035094760738,8.0,2.4585309432711484,7,1,weiblich,mittel,False
5.580712818994335,14,0.2665526374171634,2.0,5.760136548682167,5,1,männlich,mittel,False
10.76862552972764,12,119.90577581608771,10.0,8.04756373288845,3,1,weiblich,hoch,False
10.29104359223,10,91.8135346420589,1.0,7.022679083095705,8,1,weiblich,hoch,False
4.285148510846884,7,107.17062964809736,6.0,8.073620922943537,2,0,männlich,hoch,False
11.788936801741416,9,148.19505076814738,3.0,2.5229349535497154,3,0,männlich,hoch,False
12.803922631841171,8,106.77328548426934,2.0,5.751566746074538,5,0,weiblich,hoch,True
15.415256215876385,4,27.693894762022133,10.0,4.803475206060966,1,0,männlich,hoch,False
15.269010260174515,3,101.13133763395288,8.0,6.689945206918273,6,1,männlich,mittel,True
3.1116531602145443,5,14.855324248841264,9.0,3.8017641806604576,2,0,männlich,mittel,False
5.310874800424386,7,72.48137524649191,7.0,3.7668623793746443,7,0,weiblich,hoch,False
12.575176336043299,11,54.87084800879351,9.0,5.493862988611374,7,1,männlich,hoch,False
12.568929754561044,6,75.40602161446071,7.0,3.6564944903980763,1,0,männlich,hoch,False
12.57523843153024,7,14.618313128479762,3.0,6.018850403880185,4,0,weiblich,mittel,False
29.263657453273606,10,19.224836945270987,1.0,1.4217000676486284,1,0,männlich,hoch,False
12.854452553465835,3,57.025903399235276,1.0,7.851479644831631,10,0,männlich,mittel,False
15.677828200902994,10,66.09907570461432,5.0,1.0,7,1,männlich,mittel,False
14.770008817466012,4,57.968196844744575,,7.309443932551385,5,0,weiblich,mittel,False
13.25695625652899,6,133.01809992076844,10.0,4.338176343752685,8,0,männlich,mittel,False
8.423653776798272,6,91.9456849783051,6.0,2.6009246318497357,1,1,männlich,mittel,False
13.794846102466337,7,90.84765839037527,2.0,5.839985849366252,10,0,weiblich,mittel,False
6.135873927312141,3,59.70750634551946,6.0,7.27122847897692,4,0,männlich,hoch,False
8.815906966299956,9,19.326726412779934,4.0,7.817004744756813,9,0,weiblich,hoch,False
7.573182260854482,11,74.83516860636107,9.0,7.75157838112532,10,0,weiblich,mittel,False
10.409370696931612,7,147.29079864599782,10.0,3.7831235468188105,1,1,weiblich,niedrig,False
21.573292833367542,7,83.97518511536614,3.0,5.909698289014608,3,0,männlich,mittel,False
1.0,9,119.52769708940906,7.0,1.9439131979019941,2,0,männlich,mittel,True
13.431300951872567,10,124.57563548198095,10.0,5.65859000662002,9,0,weiblich,hoch,False
1.9364206440517417,11,97.3816503579205,8.0,6.176203453699696,10,0,männlich,mittel,False
7.640340671052833,6,83.81095886936143,2.0,4.749730778117029,5,0,weiblich,hoch,False
15.44475298483683,11,35.49074077161313,10.0,1.828633188601438,6,0,männlich,mittel,True
10.321400095477314,4,66.66211433820907,7.0,4.312299710835062,8,1,männlich,mittel,True
4.61127611035347,5,60.56419055249614,5.0,9.314630776244755,9,0,weiblich,hoch,False
6.423481453700159,11,88.19982229784588,1.0,6.282038437406691,8,0,weiblich,hoch,False
13.397988744673379,3,18.4373357013926,7.0,4.530648028863535,8,1,weiblich,mittel,False
6.348166841414317,5,53.50837217392852,10.0,5.181656680569908,1,0,männlich,mittel,False
11.082292947909874,5,91.1606356046563,8.0,6.269230792358366,10,0,weiblich,mittel,False
10.227859199519068,6,46.91540721602652,1.0,2.4015652655461905,1,1,männlich,mittel,False
6.741998261970915,12,38.375609848651976,4.0,2.5055286675519337,8,1,divers,mittel,False
20.719720446626628,8,43.34339778077915,4.0,4.027626150025924,1,0,männlich,mittel,False
13.169595111590056,0,64.10362483603951,5.0,4.47739255268919,5,1,weiblich,hoch,False
1.0,5,0.0,5.0,9.087917889182258,4,0,weiblich,mittel,False
10.932271573847139,6,45.15363949355191,4.0,5.641309263403182,5,1,männlich,hoch,True
6.69106767615806,7,113.11012846707658,1.0,4.466185548194646,8,0,männlich,hoch,False
14.26216667398112,9,87.95514321626152,9.0,5.613040526846045,10,1,weiblich,hoch,True
6.037396307836497,10,91.80154312920081,5.0,1.450303852461749,8,0,weiblich,niedrig,False
9.426317792665506,5,1.8923533634453662,1.0,3.691820313496143,4,0,männlich,mittel,False
12.524936394902285,4,58.432040877764976,3.0,4.003027953382353,8,1,weiblich,mittel,True
14.328775970850607,7,70.3648378975492,1.0,3.4589077540045263,10,1,weiblich,hoch,False
3.9985179647211186,8,93.57446439251763,7.0,7.9689662081945905,5,0,männlich,mittel,False
8.327493820795258,6,119.43422071581935,10.0,6.820159640704866,4,0,weiblich,mittel,False
7.625273444195219,8,113.18903663200848,10.0,3.078927531903807,7,0,weiblich,mittel,False
6.733353837131441,8,51.58500132108287,10.0,2.9663225341305215,3,1,männlich,niedrig,False
18.827271201405484,6,52.50071181767828,7.0,2.981143296700314,5,0,männlich,mittel,True
12.024908554804778,5,131.48063956245332,6.0,5.126531820521833,5,0,weiblich,hoch,False
3.695580228324774,6,60.59717670852225,9.0,5.900260834569342,5,1,männlich,hoch,False
14.58930973527388,7,31.696211956517892,7.0,6.332268947915509,2,1,männlich,hoch,False
20.610780985063165,9,66.71472567987826,5.0,3.4711788275306863,10,1,weiblich,mittel,False
15.162326302755734,3,128.97439157143276,7.0,5.143268358377975,7,1,männlich,hoch,False
2.4031501702299334,5,38.80515292639588,10.0,5.388236598923879,10,0,weiblich,mittel,False
7.578829635668743,6,57.84480560905223,4.0,7.893881584517333,7,1,männlich,mittel,False
16.334555745933113,7,40.45956403429669,10.0,7.048418338059822,8,0,männlich,mittel,True
6.461652671906096,3,113.2557731490268,9.0,2.629472404613838,7,0,weiblich,niedrig,False
12.219097140731142,7,86.51416253798666,6.0,1.732486401145557,1,1,weiblich,mittel,False
13.873170267146683,10,112.03520977441927,4.0,5.277975451797579,9,0,weiblich,hoch,False
5.365347642109585,6,137.600755262213,5.0,4.225543987444703,4,1,weiblich,niedrig,False
9.702373219691,5,14.515928840909098,8.0,3.57809292023917,1,0,männlich,mittel,True
1.0,4,44.63394510561873,7.0,3.9871970165622637,10,0,männlich,niedrig,False
4.878061793328551,4,57.659123328284586,6.0,6.659090384275448,2,0,männlich,hoch,False
8.737159243034199,7,77.75353438495787,,2.492664351681221,8,0,männlich,niedrig,False
3.7610840901757525,6,95.23590431196237,3.0,9.196683497933753,8,1,weiblich,niedrig,False
18.162056519658176,5,55.34185489797319,1.0,4.0649479975940865,9,0,weiblich,niedrig,False
2.849293110196837,6,47.32233885513989,3.0,6.765068709884825,9,1,männlich,mittel,False
7.799777566515081,6,113.26637728887275,2.0,4.161918827147247,10,0,männlich,mittel,False
10.653702886430457,4,96.8439008129983,10.0,2.4634654522151194,8,0,weiblich,mittel,False
17.206366445330577,10,87.63527125396946,6.0,5.208105243167992,4,1,weiblich,niedrig,False
2.8206892441028035,10,0.0,4.0,2.991965979902833,10,1,weiblich,hoch,False
15.815818760774798,1,123.26705993876222,10.0,5.7941985464598575,7,0,weiblich,hoch,False
10.051165305097935,6,82.35876563943953,3.0,5.449605266862234,9,1,weiblich,mittel,False
5.092456744760245,7,68.52083264175467,8.0,4.110775124240733,6,0,weiblich,hoch,True
12.310517371316354,7,42.22669433299335,5.0,5.802871773140584,6,0,weiblich,hoch,False
10.995298477867351,7,49.683424557772675,4.0,7.577678465546562,1,1,weiblich,mittel,False
6.998915614206027,3,39.36343641768213,6.0,5.28011085937824,10,0,männlich,mittel,False
10.349010424950094,7,0.0,4.0,4.042875416564615,9,1,weiblich,mittel,False
8.0734320156912,5,42.2991279635658,10.0,6.299881730651817,2,1,männlich,hoch,False
10.56758672625624,9,11.038484116672898,10.0,6.383142834187202,3,1,männlich,hoch,False
13.310653372605234,9,72.58130795137303,5.0,4.930196556454144,5,0,weiblich,mittel,False
17.93008408072676,10,28.969565318323276,4.0,8.24694421674766,5,0,weiblich,hoch,False
3.8109225058657543,3,104.1973635644639,9.0,4.9009188399951364,5,1,männlich,niedrig,False
20.665166873281333,4,8.427172325922982,2.0,8.47588216345446,4,0,weiblich,hoch,False
1.0,11,122.78979796791758,1.0,4.190542777128966,5,0,divers,niedrig,False
9.241074524822084,10,108.46459586438034,7.0,7.20076033954882,3,0,weiblich,mittel,False
12.941586032422883,11,32.35057121531955,9.0,5.060411393124927,1,0,weiblich,hoch,False
11.404959338675162,4,71.22931408987586,9.0,6.037092263307427,7,1,weiblich,hoch,False
6.886502400897031,11,40.82488647219486,4.0,1.4476152908208855,10,1,weiblich,mittel,False
8.959388748213623,8,98.14397382030718,4.0,9.837459958279304,2,0,weiblich,niedrig,False
7.534995326705836,8,146.99427292614035,1.0,6.133871866434397,8,1,weiblich,mittel,False
7.053176215278942,6,122.24256044427281,1.0,7.5335323638257545,1,1,männlich,mittel,True
14.248010485105123,3,47.490875122105166,1.0,2.744635373567431,6,1,weiblich,hoch,False
11.785077429825236,7,79.58538459444118,6.0,5.84317884893896,1,0,männlich,niedrig,True
6.535452023696729,9,135.8904929561156,6.0,5.141157947178168,8,0,weiblich,niedrig,False
14.497999377166254,5,95.97083062953399,5.0,3.384792843344244,2,0,männlich,mittel,True
11.536497604383047,6,115.40450919554392,10.0,8.070569768808832,8,0,weiblich,mittel,False
14.0643105941948,4,101.04914207029725,10.0,5.792544159547811,4,0,weiblich,hoch,True
13.14814420961806,5,78.05032958495016,2.0,5.3916770046856195,3,0,weiblich,niedrig,False
5.855024945389639,7,72.2213786100596,6.0,6.749501123977382,2,0,weiblich,mittel,False
7.199094799015152,6,26.563843916657852,1.0,3.790634565353234,4,1,weiblich,mittel,False
13.73646802561631,7,44.36741200238874,3.0,5.822579492428689,10,0,männlich,niedrig,False
13.051851327167324,3,38.92780079177697,5.0,5.680364492161705,10,0,männlich,niedrig,False
9.895492030179259,7,60.94614504221596,10.0,5.768263363899667,2,1,weiblich,hoch,False
10.58663691654391,8,78.98192088474774,5.0,7.554606140646198,3,0,weiblich,hoch,False
16.388324478942124,7,70.68263597474783,7.0,4.651056581604443,2,1,männlich,hoch,False
7.04214305582085,9,83.63455225274336,5.0,4.4400542339046405,2,0,weiblich,mittel,True
12.73548690585019,7,101.56940822853188,10.0,4.271260342365674,10,0,männlich,mittel,False
8.98903673783053,10,58.376572981728835,6.0,4.188475541540944,9,0,weiblich,mittel,False
8.911593983863899,6,104.51986548703334,7.0,7.704668716845956,1,0,divers,mittel,False
